Image ID;QS_Safer;Error_QS_Safer;QS_Unique;Error_QS_Unique;QS_Upperclass;Error_QS_Upperclass;Lat;Lon;City;Heading;Pitch;File_Location
2132;5.51088873;0.459233976;4.828040681;0.858751245;5.733998112;0.399970369;48.31583;14.27717;Linz;NULL;NULL;/images/id_2132_400_300.jpg
2919;5.311882783;0.461522342;5.505160127;0.782814713;5.400427209;0.620326804;47.80083;13.04067;Salzburg;NULL;NULL;/images/id_2919_400_300.jpg
1653;5.095064494;0.447686164;5.312784217;0.750097705;5.60933227;0.570564284;48.29;14.26717;Linz;NULL;NULL;/images/id_1653_400_300.jpg
960;3.015994612;0.221794705;3.573800011;0.397109504;3.27569037;0.25114046;42.3313;-71.0707;Boston;179;4;/images/id_960_400_300.jpg
4683;6.065999931;0.496629108;4.968482697;0.660824838;7.131817704;0.657872328;42.3377;-71.0979;Boston;350;-6;/images/id_4683_400_300.jpg
4732;4.022608286;0.478623674;4.389112947;0.853139967;4.674540268;0.648385045;42.383;-71.1195;Boston;323;-4;/images/id_4732_400_300.jpg
4733;6.788131358;0.501886155;4.481374958;0.790784917;4.98288617;0.600530921;42.3512;-71.1169;Boston;144;0;/images/id_4733_400_300.jpg
4730;6.649791371;0.535916355;6.730994833;0.671851269;5.539926028;0.66902452;42.3172;-71.068;Boston;352;4;/images/id_4730_400_300.jpg
4731;5.685391984;0.560307469;5.458511117;0.759974056;5.34280247;0.650860359;42.3742;-71.0338;Boston;0;4;/images/id_4731_400_300.jpg
4736;2.06351159;0.530138944;3.046834724;0.793031635;1.501693411;0.5319739;42.3696;-71.0378;Boston;329;3;/images/id_4736_400_300.jpg
4737;5.797932355;0.537964206;5.188905366;0.795828724;5.928449268;0.659648389;42.3219;-71.0506;Boston;40;-3;/images/id_4737_400_300.jpg
4734;4.29612777;0.638975731;3.456512726;0.713921248;3.511248543;0.657581277;42.3183;-71.083;Boston;330;10;/images/id_4734_400_300.jpg
4735;2.078374205;0.449480896;3.081090415;0.665281074;2.240405226;0.378013369;42.3246;-71.0698;Boston;4;2;/images/id_4735_400_300.jpg
4738;3.927886958;0.538607168;4.738171306;0.74952527;4.513923027;0.709149165;42.367;-71.1147;Boston;341;9;/images/id_4738_400_300.jpg
4739;6.263967476;0.550701112;7.317209079;0.768250023;7.317389291;0.552824379;42.3977;-71.1172;Boston;82;4;/images/id_4739_400_300.jpg
4527;7.826066054;0.480317589;7.364433633;0.544914621;7.215834326;0.538913944;42.3441;-71.1285;Boston;356;0;/images/id_4527_400_300.jpg
2184;3.484088988;0.364296258;3.64934165;0.477589226;3.32201079;0.351229318;48.30633;14.27183;Linz;NULL;NULL;/images/id_2184_400_300.jpg
298;5.410125065;0.514843523;6.81017593;0.569681425;3.298341248;0.426050944;40.7647;-73.9232;New York City;179;-2;/images/id_298_400_300.jpg
299;3.571211965;0.329808578;4.603974576;0.784626705;3.590822145;0.518179976;40.6959;-73.9722;New York City;307;3;/images/id_299_400_300.jpg
296;4.511477634;0.509059121;4.830230794;0.81467109;4.998526405;0.560627952;40.6364;-73.9854;New York City;161;3;/images/id_296_400_300.jpg
297;3.964867123;0.422084988;3.298562856;0.22094281;3.640858456;0.479344763;40.6786;-73.9159;New York City;129;4;/images/id_297_400_300.jpg
294;4.781312115;0.49580782;3.565626047;0.445633411;3.779272364;0.575483176;40.6706;-73.896;New York City;227;5;/images/id_294_400_300.jpg
295;6.287189459;0.467781523;5.05932372;0.694378648;6.181538186;0.45210948;40.7119;-73.8553;New York City;170;0;/images/id_295_400_300.jpg
292;4.180914141;0.37142491;5.83610141;0.688868058;4.582882041;0.617888907;40.6149;-73.9595;New York City;202;2;/images/id_292_400_300.jpg
293;5.270614034;0.47221814;5.853955482;0.597459301;6.32926538;0.542348533;40.6934;-73.9666;New York City;118;5;/images/id_293_400_300.jpg
290;3.082769795;0.302139048;4.915486906;0.582769093;3.216989128;0.565988425;40.6593;-73.9425;New York City;208;2;/images/id_290_400_300.jpg
291;4.431053778;0.502157756;4.418848196;0.605441515;5.255684352;0.552887866;40.7438;-73.9157;New York City;220;12;/images/id_291_400_300.jpg
3773;5.187373837;0.636728203;5.790449694;0.750171119;4.444405135;0.640715633;40.5978;-73.9994;New York City;15;8;/images/id_3773_400_300.jpg
3772;3.701631475;0.50464006;1.896076293;0.639120467;1.787421917;0.567841686;40.68;-73.9587;New York City;61;7;/images/id_3772_400_300.jpg
3771;3.542647243;0.424780978;5.141803403;0.929691005;3.496657169;0.483792738;40.7268;-73.8613;New York City;333;-2;/images/id_3771_400_300.jpg
3770;5.977570715;0.504763024;5.01405177;0.741257744;6.081416986;0.608655564;40.6128;-73.9873;New York City;340;1;/images/id_3770_400_300.jpg
3777;3.977063578;0.538532206;4.620581162;0.739101812;2.760852593;0.636641858;40.6685;-73.8829;New York City;17;1;/images/id_3777_400_300.jpg
3776;4.358614781;0.545864946;2.817355311;0.702580227;3.737651669;0.604531341;40.6571;-73.9075;New York City;334;6;/images/id_3776_400_300.jpg
3775;2.666092106;0.541479477;3.000882481;0.710101782;3.792293336;0.702330628;40.6539;-73.9326;New York City;29;5;/images/id_3775_400_300.jpg
3774;4.93533105;0.537036861;4.402929717;0.712413954;4.821797799;0.73137387;40.6563;-73.9215;New York City;237;2;/images/id_3774_400_300.jpg
4523;3.537142825;0.5797325;4.701952427;0.755568867;3.857847126;0.672360457;42.3055;-71.0708;Boston;59;3;/images/id_4523_400_300.jpg
3779;5.45673016;0.581632483;2.690632201;0.64739187;6.440142318;0.580600563;40.8234;-73.9264;New York City;350;6;/images/id_3779_400_300.jpg
3778;3.004145079;0.433163862;3.633403042;0.711166727;1.968937367;0.571498264;40.6675;-73.8452;New York City;215;9;/images/id_3778_400_300.jpg
4522;6.868597604;0.522858717;5.250999927;0.74823307;6.348278859;0.628618397;42.3661;-71.1259;Boston;356;0;/images/id_4522_400_300.jpg
4655;4.773764607;0.515456463;5.757830793;0.675093091;4.848787493;0.654306545;42.3024;-71.0679;Boston;33;0;/images/id_4655_400_300.jpg
4654;5.716022737;0.630932974;4.756158083;0.79359524;3.36814468;0.56879976;42.3585;-71.1449;Boston;325;0;/images/id_4654_400_300.jpg
4657;6.891759676;0.497082023;8.819628298;0.716463244;7.706232306;0.532170815;42.2883;-71.0682;Boston;121;4;/images/id_4657_400_300.jpg
4656;7.337724508;0.502127958;7.122182131;0.744194285;7.922419298;0.627988859;42.3169;-71.1108;Boston;352;13;/images/id_4656_400_300.jpg
4651;5.341729337;0.502992379;3.758933652;0.75482211;5.552012591;0.638867458;42.3907;-71.1297;Boston;327;2;/images/id_4651_400_300.jpg
4650;6.217158322;0.440841244;6.474211678;0.617006141;6.724310639;0.488260449;42.2872;-71.0677;Boston;26;0;/images/id_4650_400_300.jpg
276;5.852815118;0.463006766;4.128909644;0.582480869;4.76553466;0.564922553;40.8867;-73.9136;New York City;35;10;/images/id_276_400_300.jpg
4652;6.770750773;0.495147366;5.674463471;0.8412929;6.380937759;0.606942349;42.3359;-71.05;Boston;271;-2;/images/id_4652_400_300.jpg
278;6.2229424;0.429510716;5.821581444;0.617458821;6.363655173;0.509596546;40.7429;-73.8794;New York City;279;6;/images/id_278_400_300.jpg
279;4.505182576;0.426579056;6.472914304;0.470584118;4.834915481;0.508682468;40.7384;-73.8725;New York City;222;0;/images/id_279_400_300.jpg
4836;7.640041205;0.587982657;6.008726039;0.69666946;7.044683966;0.517614257;42.3291;-71.1191;Boston;17;12;/images/id_4836_400_300.jpg
4659;5.992015351;0.582165562;3.970229277;0.744624411;4.593060966;0.733093708;42.339;-71.049;Boston;358;0;/images/id_4659_400_300.jpg
4658;2.671335849;0.599175583;2.434969932;0.663452023;2.344915598;0.342551528;42.3903;-71.0333;Boston;19;6;/images/id_4658_400_300.jpg
583;5.741139327;0.553063621;6.476241041;0.528045066;7.634526654;0.356595422;40.6859;-73.9864;New York City;148;7;/images/id_583_400_300.jpg
581;5.337695292;0.56359579;4.179355127;0.677434768;4.724072716;0.495910021;40.6154;-73.9994;New York City;169;3;/images/id_581_400_300.jpg
642;6.490298206;0.407741231;5.308088826;0.702568032;6.04013197;0.501694406;40.6044;-74.0131;New York City;169;-3;/images/id_642_400_300.jpg
2188;6.106905141;0.428216458;6.824732086;0.542490278;6.417510679;0.418745958;48.30917;14.27683;Linz;NULL;NULL;/images/id_2188_400_300.jpg
2262;4.170675431;0.435694993;5.592433787;0.660272583;5.539897078;0.644731998;48.30033;14.28733;Linz;NULL;NULL;/images/id_2262_400_300.jpg
2263;4.67247308;0.56523156;4.555544834;0.824345457;5.355890912;0.477154349;48.3;14.28717;Linz;NULL;NULL;/images/id_2263_400_300.jpg
2260;5.587787158;0.476011244;5.385421311;0.617015691;7.214987461;0.346678629;48.30083;14.29033;Linz;NULL;NULL;/images/id_2260_400_300.jpg
2261;6.802896278;0.490032284;7.684229348;0.47527523;6.509682113;0.478203583;48.30033;14.28783;Linz;NULL;NULL;/images/id_2261_400_300.jpg
2266;5.121043175;0.436934432;7.452931478;0.347016422;6.359706925;0.528913111;48.29967;14.28233;Linz;NULL;NULL;/images/id_2266_400_300.jpg
2264;4.125997211;0.481291379;5.270736906;0.680938844;4.710603801;0.67980401;48.3;14.28717;Linz;NULL;NULL;/images/id_2264_400_300.jpg
2265;4.69530486;0.44608852;3.862586675;0.724986097;5.830620434;0.446343216;48.29917;14.285;Linz;NULL;NULL;/images/id_2265_400_300.jpg
2189;4.608770563;0.55423077;4.445532853;0.55897899;3.724959843;0.527108732;48.308;14.28033;Linz;NULL;NULL;/images/id_2189_400_300.jpg
108;5.898267062;0.503014679;5.196041524;0.742116574;6.684429792;0.36154016;40.6359;-74.029;New York City;163;8;/images/id_108_400_300.jpg
109;6.060625115;0.435978595;6.491346995;0.630390671;5.618252193;0.578032426;40.7976;-73.9313;New York City;258;-1;/images/id_109_400_300.jpg
102;4.238258847;0.49196403;4.384245559;0.566351902;3.893472171;0.567756778;40.7664;-73.9306;New York City;239;2;/images/id_102_400_300.jpg
103;5.889410478;0.451092727;4.111006766;0.581755188;5.595180902;0.533157304;40.6521;-73.9439;New York City;23;0;/images/id_103_400_300.jpg
100;6.43386345;0.374894596;3.79406981;0.671132216;6.014025012;0.626222479;40.7572;-73.9623;New York City;143;9;/images/id_100_400_300.jpg
101;4.478198079;0.475290171;3.587168433;0.528643046;5.291733054;0.598236388;40.7053;-73.8237;New York City;205;-3;/images/id_101_400_300.jpg
106;4.247851076;0.490607147;3.567676959;0.442167889;4.104388122;0.443221685;40.615;-73.9008;New York City;339;3;/images/id_106_400_300.jpg
107;4.599488722;0.475048488;4.2033641;0.558507939;3.445739424;0.308635808;40.6883;-73.8384;New York City;96;1;/images/id_107_400_300.jpg
104;4.580175596;0.414035417;4.795611437;0.751124162;4.505962147;0.592208616;40.6514;-73.9197;New York City;173;1;/images/id_104_400_300.jpg
105;5.576303219;0.545803172;4.873301108;0.659819056;5.761591058;0.58377547;40.737;-74;New York City;155;3;/images/id_105_400_300.jpg
4813;5.844967547;0.534558421;5.021374916;0.721710799;6.466002878;0.663512774;42.3316;-71.0426;Boston;317;4;/images/id_4813_400_300.jpg
2047;4.777545824;0.442948883;5.695355784;0.827985595;4.545322586;0.706211369;48.31117;14.2835;Linz;NULL;NULL;/images/id_2047_400_300.jpg
2044;3.370971158;0.378556057;5.268931438;0.690809501;3.885783198;0.474491673;48.31117;14.28333;Linz;NULL;NULL;/images/id_2044_400_300.jpg
4810;6.337439347;0.491573438;6.057642506;0.689077317;6.293899151;0.618536765;42.3505;-71.1226;Boston;54;0;/images/id_4810_400_300.jpg
4817;6.91111679;0.517367425;7.284836935;0.604294723;7.293972129;0.67343996;42.3344;-71.04;Boston;315;8;/images/id_4817_400_300.jpg
4816;5.306957969;0.558588328;5.975367237;0.787741444;6.249803473;0.625712196;42.2947;-71.0537;Boston;23;8;/images/id_4816_400_300.jpg
2040;4.82949047;0.422778891;3.951640558;0.792787391;4.953414713;0.478838684;48.3085;14.29117;Linz;NULL;NULL;/images/id_2040_400_300.jpg
4814;7.000624436;0.574532703;6.377638581;0.814359277;8.551631327;0.634662203;42.3499;-71.0703;Boston;6;20;/images/id_4814_400_300.jpg
4819;4.742474712;0.620684806;4.294017153;0.781695144;1.505592949;0.452560326;42.2905;-71.0716;Boston;311;7;/images/id_4819_400_300.jpg
4818;4.402066217;0.558545916;4.124631263;0.722789631;3.833685809;0.56838397;42.3782;-71.1501;Boston;32;8;/images/id_4818_400_300.jpg
2048;3.783174186;0.36920588;4.040474173;0.691982317;4.414550818;0.56343658;48.31117;14.2835;Linz;NULL;NULL;/images/id_2048_400_300.jpg
2049;4.326888558;0.449556382;3.418983786;0.499228942;5.14119546;0.429364213;48.31583;14.28983;Linz;NULL;NULL;/images/id_2049_400_300.jpg
820;5.809816948;0.474923057;4.975510675;0.764003131;5.551233865;0.617598719;40.6477;-74.0101;New York City;160;4;/images/id_820_400_300.jpg
2038;6.310235684;0.418685578;6.75995419;0.515296202;6.080537509;0.540923094;48.30817;14.29033;Linz;NULL;NULL;/images/id_2038_400_300.jpg
4456;5.049405821;0.511818963;4.522115497;0.719340296;3.433308035;0.602072587;42.3345;-71.1147;Boston;72;5;/images/id_4456_400_300.jpg
3519;2.91836727;0.443822016;3.986805065;0.700192427;2.51177738;0.591765203;40.8166;-73.8141;New York City;21;1;/images/id_3519_400_300.jpg
3518;6.877815197;0.567964708;5.033151823;0.756145097;5.879313606;0.585566369;40.7833;-73.9507;New York City;8;8;/images/id_3518_400_300.jpg
3513;3.369712181;0.436706815;3.086361448;0.453228453;3.811375681;0.543975195;40.7177;-73.965;New York City;96;4;/images/id_3513_400_300.jpg
3512;4.708711043;0.487162485;3.756410304;0.621496769;4.757110191;0.748788502;40.6511;-73.8389;New York City;317;0;/images/id_3512_400_300.jpg
3511;1.546983319;0.52589183;3.592299608;0.579099069;2.534768358;0.444391686;40.6648;-73.8911;New York City;312;-3;/images/id_3511_400_300.jpg
3510;4.674989338;0.597547544;2.136929281;0.745101265;3.397253127;0.590376747;40.6452;-73.9968;New York City;276;4;/images/id_3510_400_300.jpg
3517;2.143115734;0.545832287;2.794189554;0.659240243;1.640879858;0.556354615;40.6409;-73.9437;New York City;26;2;/images/id_3517_400_300.jpg
3516;4.18432971;0.551112995;4.762081998;0.960697278;3.08536337;0.648483459;40.6858;-73.8571;New York City;274;3;/images/id_3516_400_300.jpg
3515;6.932208092;0.577184444;7.302304564;0.987039418;6.597769848;0.608311945;40.8098;-73.9582;New York City;326;10;/images/id_3515_400_300.jpg
3514;3.078404661;0.53312249;4.790531899;0.688218779;2.0338429;0.479876067;40.8267;-73.921;New York City;357;0;/images/id_3514_400_300.jpg
342;3.900718572;0.488643986;4.843233733;0.759255365;4.457894693;0.528487676;40.6563;-73.9215;New York City;57;2;/images/id_342_400_300.jpg
1613;3.301131608;0.3524548;4.114502252;0.51317695;4.254510641;0.476086594;48.302;14.264;Linz;NULL;NULL;/images/id_1613_400_300.jpg
3694;3.733607066;0.634232002;3.753120749;0.808308262;5.490433629;0.621859622;40.6257;-74.0102;New York City;337;2;/images/id_3694_400_300.jpg
3998;2.254011387;0.466479318;4.759869766;0.836803998;2.531116319;0.505589222;40.584;-73.96;New York City;32;4;/images/id_3998_400_300.jpg
1434;5.026791428;0.540538942;4.288190944;0.660630539;4.995464779;0.56152025;42.3592;-71.1305;Boston;196;11;/images/id_1434_400_300.jpg
99;5.64696882;0.491910522;4.617942419;0.707063213;5.221983953;0.564168309;40.6786;-73.9061;New York City;120;3;/images/id_99_400_300.jpg
98;3.971312126;0.301163009;3.875568126;0.641055706;4.052200762;0.514502385;40.6924;-73.9071;New York City;290;3;/images/id_98_400_300.jpg
1435;5.486942893;0.475468036;4.786420522;0.59345388;3.948776996;0.625023328;42.2901;-71.0552;Boston;204;8;/images/id_1435_400_300.jpg
91;4.647062031;0.572724293;2.936563129;0.370828489;4.90797706;0.534028101;40.6576;-73.8453;New York City;179;0;/images/id_91_400_300.jpg
90;5.659443549;0.49515573;3.577062565;0.620652052;5.383846112;0.552264101;40.7094;-73.963;New York City;133;7;/images/id_90_400_300.jpg
93;3.755176925;0.342690488;3.250737174;0.376773;4.075038673;0.530386055;40.7403;-73.895;New York City;140;3;/images/id_93_400_300.jpg
92;3.22958349;0.341119225;3.71490095;0.560364671;4.465075899;0.558321235;40.6822;-73.9608;New York City;136;2;/images/id_92_400_300.jpg
95;5.928572241;0.442479658;3.691390159;0.592632622;5.22450983;0.549039725;40.5956;-73.9437;New York City;56;9;/images/id_95_400_300.jpg
94;3.021568335;0.335172504;4.398304102;0.647508617;3.241522202;0.467293163;40.6786;-73.986;New York City;149;-1;/images/id_94_400_300.jpg
97;7.05832722;0.301942213;5.412251882;0.68309566;6.38003138;0.460416415;40.7396;-73.9847;New York City;173;5;/images/id_97_400_300.jpg
96;5.810211959;0.632259492;5.228555615;0.69769801;4.811118294;0.595234416;40.789;-73.976;New York City;172;8;/images/id_96_400_300.jpg
1623;4.793306214;0.51142803;4.99730851;0.762079091;5.106965305;0.463918764;48.30233;14.283;Linz;NULL;NULL;/images/id_1623_400_300.jpg
3206;2.752813301;0.350505742;4.105196345;0.841566354;3.122665574;0.317459107;47.812;13.06467;Salzburg;NULL;NULL;/images/id_3206_400_300.jpg
1993;5.445219459;0.489088367;4.323019972;0.561182428;5.722674572;0.547475272;48.302;14.31017;Linz;NULL;NULL;/images/id_1993_400_300.jpg
1620;4.936073186;0.483027449;6.127426685;0.526882742;4.158873915;0.5510392;48.308;14.2475;Linz;NULL;NULL;/images/id_1620_400_300.jpg
1627;5.098215755;0.378490955;5.664206501;0.54694824;6.738385001;0.459713675;48.3025;14.28267;Linz;NULL;NULL;/images/id_1627_400_300.jpg
1626;4.043841807;0.442774934;4.239871291;0.615227004;4.174537673;0.46831597;48.3025;14.28267;Linz;NULL;NULL;/images/id_1626_400_300.jpg
1997;6.627178839;0.371426071;5.653573759;0.720480109;5.541808937;0.620851697;48.3025;14.309;Linz;NULL;NULL;/images/id_1997_400_300.jpg
1624;4.561789315;0.482672019;6.394445288;0.54952998;5.615211956;0.546541753;48.30067;14.28233;Linz;NULL;NULL;/images/id_1624_400_300.jpg
1999;4.680783619;0.493473672;6.612655464;0.652341432;6.285727463;0.581574596;48.30633;14.30783;Linz;NULL;NULL;/images/id_1999_400_300.jpg
1998;5.983998281;0.461571808;4.683544119;0.62460343;5.08459881;0.566574171;48.3045;14.30683;Linz;NULL;NULL;/images/id_1998_400_300.jpg
1629;4.037169452;0.426490869;4.629428839;0.656726656;4.10057269;0.549145863;48.3025;14.28267;Linz;NULL;NULL;/images/id_1629_400_300.jpg
1628;6.058178906;0.45549814;6.626771327;0.637674518;6.596358387;0.487774607;48.3025;14.28267;Linz;NULL;NULL;/images/id_1628_400_300.jpg
3209;4.542036048;0.487822834;4.366073004;0.629953152;3.737812749;0.470987017;47.81167;13.06183;Salzburg;NULL;NULL;/images/id_3209_400_300.jpg
3208;4.346364838;0.43566922;4.68175398;0.765146498;4.502906092;0.564048719;47.812;13.063;Salzburg;NULL;NULL;/images/id_3208_400_300.jpg
559;4.307543227;0.488406022;4.359222131;0.601361124;4.292017181;0.489004833;40.7665;-73.8672;New York City;161;4;/images/id_559_400_300.jpg
558;4.84519543;0.52209789;3.930034159;0.522971156;5.125530975;0.524930357;40.6132;-73.9566;New York City;253;2;/images/id_558_400_300.jpg
555;3.982962286;0.406623106;3.687815394;0.629475231;3.829983606;0.459744908;40.6628;-73.9326;New York City;221;5;/images/id_555_400_300.jpg
554;6.245421537;0.428463704;4.845010736;0.610463957;5.793385456;0.553230753;40.723;-73.8526;New York City;183;2;/images/id_554_400_300.jpg
557;4.439123864;0.451101585;4.166562909;0.662006661;4.19743467;0.572041245;40.6732;-73.8501;New York City;190;4;/images/id_557_400_300.jpg
556;4.638310524;0.529885263;4.341209652;0.625762013;3.663058941;0.424805415;40.7006;-73.8888;New York City;188;4;/images/id_556_400_300.jpg
551;4.921199318;0.533354008;5.159790032;0.627425658;5.800853892;0.617087216;40.6536;-74.0032;New York City;154;4;/images/id_551_400_300.jpg
550;5.968087546;0.467801365;6.598094108;0.617966856;6.460271464;0.462310624;40.7145;-73.846;New York City;259;3;/images/id_550_400_300.jpg
553;4.162318052;0.380781151;4.355525234;0.723731598;3.094274023;0.405767646;40.7454;-73.9557;New York City;184;4;/images/id_553_400_300.jpg
552;5.085903204;0.473108943;4.448567;0.631708271;5.21295886;0.551888534;40.7956;-73.9741;New York City;151;16;/images/id_552_400_300.jpg
1199;5.347843617;0.467360263;4.985444396;0.671901226;5.725479481;0.488820431;42.3537;-71.1466;Boston;142;5;/images/id_1199_400_300.jpg
1198;6.705598739;0.314780771;6.855694612;0.405973885;6.337673822;0.548865272;42.3521;-71.1303;Boston;147;1;/images/id_1198_400_300.jpg
3348;4.045886583;0.467322587;4.31553254;0.557606387;5.477741872;0.515768049;47.81567;13.02017;Salzburg;NULL;NULL;/images/id_3348_400_300.jpg
3349;4.218150564;0.42711294;4.170816814;0.512594547;4.457156079;0.500978428;47.81583;13.01933;Salzburg;NULL;NULL;/images/id_3349_400_300.jpg
1191;5.223682124;0.508095008;5.435107757;0.608653891;5.121165464;0.44588612;42.3106;-71.0836;Boston;251;-3;/images/id_1191_400_300.jpg
3343;5.248324648;0.500046795;4.698797922;0.669919715;5.699474781;0.530639873;47.8065;13.03483;Salzburg;NULL;NULL;/images/id_3343_400_300.jpg
3340;5.041230921;0.452982479;5.901943495;0.875923563;5.234751307;0.499901083;47.79517;13.03;Salzburg;NULL;NULL;/images/id_3340_400_300.jpg
1192;5.806311456;0.552832922;5.715114146;0.562939438;6.304413255;0.653831164;42.36;-71.0664;Boston;154;0;/images/id_1192_400_300.jpg
1195;5.094867302;0.493651334;5.244334378;0.735645873;6.149175653;0.516105455;42.2984;-71.0848;Boston;348;3;/images/id_1195_400_300.jpg
3347;4.700661293;0.457283494;3.501390896;0.646143113;4.214340402;0.527803507;47.81367;13.02167;Salzburg;NULL;NULL;/images/id_3347_400_300.jpg
3344;4.357204504;0.479852303;3.724131109;0.534990502;3.67972372;0.394904276;47.81033;13.0265;Salzburg;NULL;NULL;/images/id_3344_400_300.jpg
1196;6.090282845;0.484223294;4.910038984;0.616470566;6.068927096;0.432675296;42.3453;-71.12;Boston;141;-3;/images/id_1196_400_300.jpg
1759;4.786902751;0.425762067;4.246511961;0.591649838;5.425651551;0.542408646;48.26967;14.28;Linz;NULL;NULL;/images/id_1759_400_300.jpg
